Rang,Nom,Total,Rank,Name,Anzahl,Posto,Nome,Totale,gdekt
36,Hofmann,1632,36,Hofmann,1632,36,Hofmann,1632,ZH
37,Schweizer,1606,37,Schweizer,1606,37,Schweizer,1606,ZH
38,Furrer,1594,38,Furrer,1594,38,Furrer,1594,ZH
39,Bucher,1552,39,Bucher,1552,39,Bucher,1552,ZH
39,Frey,1552,39,Frey,1552,39,Frey,1552,ZH
41,Berger,1543,41,Berger,1543,41,Berger,1543,ZH
42,Kaufmann,1529,42,Kaufmann,1529,42,Kaufmann,1529,ZH
43,Maurer,1483,43,Maurer,1483,43,Maurer,1483,ZH
44,Lehmann,1427,44,Lehmann,1427,44,Lehmann,1427,ZH
45,Lüthi,1424,45,Lüthi,1424,45,Lüthi,1424,ZH
46,Hess,1421,46,Hess,1421,46,Hess,1421,ZH
47,Kuhn,1372,47,Kuhn,1372,47,Kuhn,1372,ZH
48,Gashi,1349,48,Gashi,1349,48,Gashi,1349,ZH
49,Koller,1343,49,Koller,1343,49,Koller,1343,ZH
50,Hug,1337,50,Hug,1337,50,Hug,1337,ZH
50,Studer,1337,50,Studer,1337,50,Studer,1337,ZH
52,Hofer,1312,52,Hofer,1312,52,Hofer,1312,ZH
53,Weiss,1311,53,Weiss,1311,53,Weiss,1311,ZH
54,Ammann,1300,54,Ammann,1300,54,Ammann,1300,ZH
55,Wagner,1274,55,Wagner,1274,55,Wagner,1274,ZH
56,Schmidt,1252,56,Schmidt,1252,56,Schmidt,1252,ZH
57,Pereira,1250,57,Pereira,1250,57,Pereira,1250,ZH
58,Fuchs,1249,58,Fuchs,1249,58,Fuchs,1249,ZH
59,Schwarz,1238,59,Schwarz,1238,59,Schwarz,1238,ZH
60,Hartmann,1199,60,Hartmann,1199,60,Hartmann,1199,ZH
61,Schärer,1195,61,Schärer,1195,61,Schärer,1195,ZH
62,Marti,1180,62,Marti,1180,62,Marti,1180,ZH
63,Zollinger,1163,63,Zollinger,1163,63,Zollinger,1163,ZH
64,Ferreira,1160,64,Ferreira,1160,64,Ferreira,1160,ZH
65,Staub,1159,65,Staub,1159,65,Staub,1159,ZH
66,Fehr,1151,66,Fehr,1151,66,Fehr,1151,ZH
67,Morina,1136,67,Morina,1136,67,Morina,1136,ZH
68,Kälin,1134,68,Kälin,1134,68,Kälin,1134,ZH
69,Bajrami,1111,69,Bajrami,1111,69,Bajrami,1111,ZH
70,Stutz,1107,70,Stutz,1107,70,Stutz,1107,ZH
71,Hunziker,1102,71,Hunziker,1102,71,Hunziker,1102,ZH
72,Tanner,1097,72,Tanner,1097,72,Tanner,1097,ZH
73,Shala,1094,73,Shala,1094,73,Shala,1094,ZH
74,Lang,1091,74,Lang,1091,74,Lang,1091,ZH
75,Gut,1072,75,Gut,1072,75,Gut,1072,ZH
75,Senn,1072,75,Senn,1072,75,Senn,1072,ZH
77,Vogel,1070,77,Vogel,1070,77,Vogel,1070,ZH
78,Christen,1065,78,Christen,1065,78,Christen,1065,ZH
79,Scherrer,1060,79,Scherrer,1060,79,Scherrer,1060,ZH
80,Fernandes,1058,80,Fernandes,1058,80,Fernandes,1058,ZH
81,Schoch,1053,81,Schoch,1053,81,Schoch,1053,ZH
82,Grob,1050,82,Grob,1050,82,Grob,1050,ZH
83,Ramadani,1049,83,Ramadani,1049,83,Ramadani,1049,ZH
84,Honegger,1038,84,Honegger,1038,84,Honegger,1038,ZH
85,Gasser,1033,85,Gasser,1033,85,Gasser,1033,ZH
86,Maag,1030,86,Maag,1030,86,Maag,1030,ZH
87,Vogt,993,87,Vogt,993,87,Vogt,993,ZH
88,Ott,982,88,Ott,982,88,Ott,982,ZH
89,Zürcher,980,89,Zürcher,980,89,Zürcher,980,ZH
90,Kägi,978,90,Kägi,978,90,Kägi,978,ZH
91,Sommer,967,91,Sommer,967,91,Sommer,967,ZH
92,Garcia,961,92,Garcia,961,92,Garcia,961,ZH
93,Rodrigues,958,93,Rodrigues,958,93,Rodrigues,958,ZH
93,Wettstein,958,93,Wettstein,958,93,Wettstein,958,ZH
95,Bär,951,95,Bär,951,95,Bär,951,ZH
95,Sigrist,951,95,Sigrist,951,95,Sigrist,951,ZH
97,Tobler,945,97,Tobler,945,97,Tobler,945,ZH
98,Kohler,943,98,Kohler,943,98,Kohler,943,ZH
99,Gonçalves,936,99,Gonçalves,936,99,Gonçalves,936,ZH
100,Baur,933,100,Baur,933,100,Baur,933,ZH
