Prénom,Total,Vorname,Anzahl,Nome,Totale,region
Francine,2231,Francine,2231,Francine,2231,Région linguistique française
Audrey,2227,Audrey,2227,Audrey,2227,Région linguistique française
Suzanne,2209,Suzanne,2209,Suzanne,2209,Région linguistique française
Zoé,2198,Zoé,2198,Zoé,2198,Région linguistique française
Carla,2190,Carla,2190,Carla,2190,Région linguistique française
Anaïs,2151,Anaïs,2151,Anaïs,2151,Région linguistique française
Mireille,2122,Mireille,2122,Mireille,2122,Région linguistique française
Sabrina,2116,Sabrina,2116,Sabrina,2116,Région linguistique française
Cécile,2097,Cécile,2097,Cécile,2097,Région linguistique française
Christelle,2094,Christelle,2094,Christelle,2094,Région linguistique française
Silvia,2076,Silvia,2076,Silvia,2076,Région linguistique française
