Prénom,Total,Vorname,Anzahl,Nome,Totale,region
Stefanie,9271,Stefanie,9271,Stefanie,9271,Région linguistique allemande
Jacqueline,9131,Jacqueline,9131,Jacqueline,9131,Région linguistique allemande
Susanna,9092,Susanna,9092,Susanna,9092,Région linguistique allemande
Therese,8459,Therese,8459,Therese,8459,Région linguistique allemande
Corinne,8438,Corinne,8438,Corinne,8438,Région linguistique allemande
Rahel,8422,Rahel,8422,Rahel,8422,Région linguistique allemande
Lara,8351,Lara,8351,Lara,8351,Région linguistique allemande
Vanessa,8318,Vanessa,8318,Vanessa,8318,Région linguistique allemande
Sabine,8306,Sabine,8306,Sabine,8306,Région linguistique allemande
Simone,8238,Simone,8238,Simone,8238,Région linguistique allemande
Tamara,8161,Tamara,8161,Tamara,8161,Région linguistique allemande
Christina,8090,Christina,8090,Christina,8090,Région linguistique allemande
Anja,7885,Anja,7885,Anja,7885,Région linguistique allemande
Carmen,7784,Carmen,7784,Carmen,7784,Région linguistique allemande
Patricia,7719,Patricia,7719,Patricia,7719,Région linguistique allemande
Johanna,7662,Johanna,7662,Johanna,7662,Région linguistique allemande
Jessica,7655,Jessica,7655,Jessica,7655,Région linguistique allemande
Ana,7604,Ana,7604,Ana,7604,Région linguistique allemande
Michelle,7534,Michelle,7534,Michelle,7534,Région linguistique allemande
Jana,7215,Jana,7215,Jana,7215,Région linguistique allemande
Maja,7193,Maja,7193,Maja,7193,Région linguistique allemande
Denise,7173,Denise,7173,Denise,7173,Région linguistique allemande
Adelheid,7157,Adelheid,7157,Adelheid,7157,Région linguistique allemande
Pia,7071,Pia,7071,Pia,7071,Région linguistique allemande
Lena,7063,Lena,7063,Lena,7063,Région linguistique allemande
Emma,6960,Emma,6960,Emma,6960,Région linguistique allemande
Alice,6859,Alice,6859,Alice,6859,Région linguistique allemande
Bettina,6825,Bettina,6825,Bettina,6825,Région linguistique allemande
Judith,6794,Judith,6794,Judith,6794,Région linguistique allemande
Eveline,6734,Eveline,6734,Eveline,6734,Région linguistique allemande
Marina,6723,Marina,6723,Marina,6723,Région linguistique allemande
Selina,6723,Selina,6723,Selina,6723,Région linguistique allemande
Alina,6624,Alina,6624,Alina,6624,Région linguistique allemande
Renate,6594,Renate,6594,Renate,6594,Région linguistique allemande
Mirjam,6521,Mirjam,6521,Mirjam,6521,Région linguistique allemande
Lisa,6505,Lisa,6505,Lisa,6505,Région linguistique allemande
Leonie,6504,Leonie,6504,Leonie,6504,Région linguistique allemande
Elsbeth,6469,Elsbeth,6469,Elsbeth,6469,Région linguistique allemande
Nadja,6405,Nadja,6405,Nadja,6405,Région linguistique allemande
Dora,6348,Dora,6348,Dora,6348,Région linguistique allemande
Isabelle,6297,Isabelle,6297,Isabelle,6297,Région linguistique allemande
